prov_origen;depto_origen;prov_destino;depto_destino;hora_incio;cantidad_tren;cantidad_subte;cantidad_bus;cantidad_as;cantidad_transbordo;pobl2010_origen;pobl2010_destino
6;270;6;568;5;10;0;107;21;48;163671;321109
2;9;6;441;5;15;5;46;12;27;161797;654324
6;539;6;648;5;2;0;3;0;2;525261;81141
6;515;6;638;5;506;0;7021;1746;2140;322375;299916
6;441;6;658;5;314;0;1415;350;515;654324;581314
6;756;6;840;5;87;5;2010;479;674;292878;339828
6;252;6;648;5;0;1;3;0;1;213619;81141
6;756;6;756;5;4281;75;91034;23145;10787;292878;292878
2;14;2;14;5;616;4045;29916;6610;3808;225970;225970
6;434;6;364;5;2;0;11;1;5;459263;87185
6;98;6;515;5;1;0;1;0;1;88470;322375
6;756;6;35;5;133;24;232;76;159;292878;342464
6;329;2;13;5;1;0;2;0;1;14889;232094
6;91;2;6;5;43;111;294;112;191;324244;175916
6;778;6;441;5;2;0;39;5;4;59478;654324
2;10;6;760;5;176;0;591;199;257;165883;273838
2;14;6;408;5;562;48;785;334;478;225970;180423
6;245;6;434;5;2;0;9;0;3;56729;459263
6;574;6;574;5;0;0;12;0;0;17054;17054
6;329;2;15;5;0;0;1;0;0;14889;182574
6;861;6;371;5;313;8;11812;2884;2462;268752;414196
2;9;6;760;5;170;0;678;201;274;161797;273838
6;91;6;427;5;49;2;461;101;167;324244;1498704
6;756;6;525;5;4;0;11;6;5;292878;54181
6;434;6;410;5;20;1;64;13;27;459263;167824
6;490;6;441;5;87;7;393;86;144;616279;654324
6;270;6;840;5;4;2;70;13;28;163671;339828
6;840;6;119;5;0;0;1;0;0;339828;26367
2;7;2;14;5;34;1696;4332;853;1274;220429;225970
6;412;6;490;5;33;2;92;37;40;265981;616279
6;408;6;497;5;0;0;75;30;17;180423;106273
2;8;6;539;5;284;0;836;210;395;187237;525261
6;245;6;119;5;0;0;6;3;0;56729;26367
6;427;6;805;5;30;3;1150;248;506;1498704;377797
6;560;6;434;5;6;0;72;16;22;451589;459263
2;5;6;427;5;291;622;5806;1584;2243;179005;1498704
6;525;6;441;5;1;0;10;2;4;54181;654324
2;14;6;371;5;185;266;1778;504;599;225970;414196
6;840;6;434;5;50;7;342;64;144;339828;459263
6;260;6;568;5;46;0;700;166;265;300934;321109
6;371;6;560;5;283;1;3373;880;1235;414196;451589
6;490;6;760;5;46;4;177;53;73;616279;273838
2;6;6;756;5;148;71;437;109;245;175916;292878
2;12;6;532;5;0;1;9;1;3;200870;63284
6;260;6;134;5;141;6;433;100;169;300934;51892
6;28;6;749;5;7;0;15;8;8;552228;166803
2;6;6;658;5;54;198;1142;389;511;175916;581314
2;1;6;749;5;2140;684;1441;536;1417;206262;166803
6;749;2;6;5;86;13;160;52;108;166803;175916
6;840;2;2;5;953;394;1422;484;1133;339828;157835
6;274;6;840;5;36;5;133;41;65;426005;339828
6;252;2;13;5;30;20;1828;630;641;213619;232094
2;5;6;778;5;23;47;65;12;32;179005;59478
6;134;2;14;5;78;33;54;31;71;51892;225970
6;274;6;364;5;0;0;7;4;1;426005;87185
6;410;6;364;5;21;0;349;105;123;167824;87185
6;126;2;5;5;0;1;33;8;5;94461;179005
6;760;2;1;5;2436;1288;2893;956;2419;273838;206262
6;756;6;568;5;70;2;1101;264;407;292878;321109
6;490;2;7;5;284;264;4302;1103;1882;616279;220429
2;3;6;245;5;3;7;47;12;18;187537;56729
6;441;2;10;5;4;4;16;5;10;654324;165883
6;861;6;525;5;10;0;35;10;16;268752;54181
6;126;2;11;5;0;0;4;2;2;94461;189832
6;134;2;8;5;7;0;15;9;8;51892;187237
6;882;2;3;5;2;7;245;76;34;114269;187537
6;126;2;1;5;5;65;135;21;78;94461;206262
6;515;6;412;5;305;3;13247;3580;3235;322375;265981
2;9;2;7;5;340;234;9258;1814;1469;161797;220429
6;525;6;568;5;134;0;576;169;216;54181;321109
6;329;2;9;5;4;0;14;3;4;14889;161797
6;560;2;11;5;411;1;1457;670;751;451589;189832
6;364;6;648;5;0;0;3;1;0;87185;81141
6;266;6;515;5;2;0;47;4;19;29805;322375
2;14;6;98;5;2;2;11;2;7;225970;88470
6;882;6;408;5;0;0;1;0;0;114269;180423
6;274;6;805;5;13;3;53;17;23;426005;377797
6;560;2;5;5;107;61;1156;301;275;451589;179005
2;11;6;658;5;56;42;515;156;238;189832;581314
6;410;6;408;5;99;3;2047;583;533;167824;180423
6;497;6;638;5;4;0;776;170;201;106273;299916
6;805;6;329;5;0;0;1;0;0;377797;14889
2;11;6;245;5;1;0;2;0;1;189832;56729
6;840;6;560;5;1185;0;3179;1132;1713;339828;451589
2;1;6;515;5;1379;654;1839;647;1168;206262;322375
6;134;6;539;5;4;0;17;11;8;51892;525261
6;274;2;5;5;191;177;835;264;496;426005;179005
6;126;6;760;5;0;0;41;9;19;94461;273838
6;98;2;7;5;0;0;3;1;1;88470;220429
6;35;6;270;5;252;3;764;194;327;342464;163671
6;882;6;270;5;0;0;9;1;0;114269;163671
2;4;6;490;5;408;31;12055;2452;3416;218245;616279
6;658;2;6;5;91;195;1181;413;585;581314;175916
6;91;6;119;5;1;0;52;12;12;324244;26367
2;2;6;882;5;0;8;70;25;13;157835;114269
2;2;6;749;5;329;78;692;231;427;157835;166803
6;749;6;490;5;35;10;208;48;97;166803;616279
6;408;6;756;5;58;0;988;221;371;180423;292878
6;515;6;539;5;22;0;994;269;184;322375;525261
6;408;6;260;5;4;0;136;34;47;180423;300934
6;515;2;6;5;99;23;227;92;129;322375;175916
6;28;6;515;5;8;1;12;4;6;552228;322375
6;98;6;98;5;1;0;16436;3744;437;88470;88470
6;91;2;9;5;18;4;171;48;82;324244;161797
6;371;6;126;5;2;1;34;8;15;414196;94461
2;3;6;119;5;1;2;9;2;4;187537;26367
6;840;2;10;5;256;4;4825;1059;1022;339828;165883
2;6;2;14;5;21;622;6741;1248;934;175916;225970
6;427;2;4;5;1368;154;10239;2217;3875;1498704;218245
2;5;6;658;5;164;534;1720;471;971;179005;581314
6;91;6;274;5;254;5;12704;3444;2958;324244;426005
6;532;2;10;5;0;0;4;1;0;63284;165883
6;648;2;9;5;16;1;72;28;34;81141;161797
2;15;6;882;5;0;8;27;7;15;182574;114269
2;8;6;778;5;3;3;30;1;9;187237;59478
6;778;6;134;5;9;0;26;9;5;59478;51892
6;490;6;525;5;6;0;17;6;7;616279;54181
2;1;6;329;5;1;2;2;0;1;206262;14889
6;760;6;658;5;17;2;38;15;18;273838;581314
6;525;6;28;5;2;0;4;0;2;54181;552228
6;434;6;412;5;16;1;45;21;22;459263;265981
6;515;2;9;5;79;0;391;90;176;322375;161797
6;574;6;266;5;0;0;1;0;0;17054;29805
2;1;6;840;5;3714;2810;4359;1035;3646;206262;339828
2;10;2;2;5;100;301;2430;455;767;165883;157835
6;882;6;515;5;0;0;15;3;5;114269;322375
6;778;6;260;5;69;0;277;85;122;59478;300934
2;15;6;574;5;0;0;1;1;0;182574;17054
2;4;6;778;5;39;4;246;60;76;218245;59478
6;560;6;266;5;7;0;73;10;26;451589;29805
6;525;2;10;5;46;0;107;46;58;54181;165883
6;126;6;560;5;1;0;29;13;14;94461;451589
2;3;6;749;5;302;164;506;152;378;187537;166803
6;483;6;134;5;6;0;122;20;16;36172;51892
6;749;6;497;5;3;0;15;8;7;166803;106273
2;3;2;6;5;169;6713;7803;1828;1229;187537;175916
6;805;2;7;5;79;34;247;77;140;377797;220429
6;270;6;515;5;1;0;4;0;1;163671;322375
2;1;6;756;5;6027;2461;5205;1367;4608;206262;292878
2;5;2;3;5;195;8541;12387;2707;1755;179005;187537
6;497;2;6;5;1;4;32;6;14;106273;175916
2;10;6;274;5;19;7;172;58;78;165883;426005
6;28;6;539;5;13;0;74;9;25;552228;525261
6;497;6;532;5;1;2;941;215;78;106273;63284
6;638;6;490;5;22;0;129;33;60;299916;616279
6;515;6;371;5;473;0;2008;502;977;322375;414196
2;10;6;638;5;32;1;129;48;56;165883;299916
2;5;6;840;5;557;613;1521;383;879;179005;339828
6;134;6;532;5;1;0;1;0;1;51892;63284
6;648;2;15;5;66;87;137;42;115;81141;182574
6;371;2;7;5;194;156;1268;266;690;414196;220429
2;11;6;427;5;142;10;8923;2413;3822;189832;1498704
2;13;6;126;5;1;9;159;54;40;232094;94461
6;560;6;658;5;4;0;46;12;15;451589;581314
6;568;6;270;5;24;0;112;19;46;321109;163671
6;805;2;3;5;309;281;1302;361;707;377797;187537
6;270;2;11;5;21;5;84;30;43;163671;189832
6;434;6;252;5;4;1;44;10;20;459263;213619
6;98;6;119;5;0;0;3;1;0;88470;26367
6;410;6;266;5;0;0;3;1;1;167824;29805
6;434;6;408;5;16;0;41;13;23;459263;180423
2;10;2;12;5;15;30;2377;429;516;165883;200870
6;270;2;5;5;223;100;332;135;251;163671;179005
2;9;2;5;5;131;349;3131;594;795;161797;179005
2;5;6;270;5;57;137;300;94;110;179005;163671
6;882;6;441;5;0;0;2;0;1;114269;654324
6;441;6;408;5;5;0;11;3;6;654324;180423
6;412;6;408;5;383;0;1242;374;535;265981;180423
6;490;6;364;5;5;0;32;13;11;616279;87185
6;515;2;1;5;1808;700;2645;907;1846;322375;206262
6;427;6;364;5;123;0;311;108;151;1498704;87185
2;2;6;91;5;120;141;1482;469;721;157835;324244
6;560;6;28;5;2;1;80;24;27;451589;552228
6;408;6;861;5;116;3;471;137;238;180423;268752
2;14;2;15;5;584;2568;15114;2654;2436;225970;182574
6;568;6;560;5;1888;1;6563;2478;2653;321109;451589
2;15;2;5;5;176;3624;6792;1364;1058;182574;179005
6;525;2;11;5;24;0;63;32;32;54181;189832
6;778;2;14;5;51;26;88;40;67;59478;225970
6;364;6;364;5;1;2;25222;6607;2176;87185;87185
6;749;6;252;5;35;0;1359;349;469;166803;213619
2;4;6;329;5;1;0;1;0;1;218245;14889
6;861;6;412;5;257;1;2944;1028;1081;268752;265981
6;252;6;560;5;7;0;805;221;331;213619;451589
2;2;6;119;5;1;2;2;0;2;157835;26367
6;658;6;805;5;25;1;58;27;30;581314;377797
6;648;6;371;5;3;0;7;3;3;81141;414196
6;760;6;778;5;0;0;2;1;0;273838;59478
2;9;2;11;5;79;3;5439;1307;758;161797;189832
6;840;6;778;5;4;0;4;1;2;339828;59478
6;658;6;270;5;74;2;309;80;114;581314;163671
2;11;6;91;5;32;14;139;47;77;189832;324244
2;8;6;329;5;1;0;1;0;1;187237;14889
6;882;6;760;5;0;0;9;2;2;114269;273838
6;778;6;861;5;1;1;4;0;1;59478;268752
2;7;6;412;5;173;52;450;182;219;220429;265981
6;371;6;260;5;10;9;348;65;116;414196;300934
6;882;6;126;5;0;0;2140;357;173;114269;94461
2;3;6;427;5;3112;1875;12527;3530;5753;187537;1498704
2;15;6;364;5;34;12;93;23;56;182574;87185
6;410;2;7;5;168;22;337;111;189;167824;220429
2;9;6;882;5;2;0;9;3;4;161797;114269
6;364;2;8;5;0;0;54;13;22;87185;187237
6;882;6;35;5;0;0;3;0;0;114269;342464
2;2;6;427;5;713;536;5672;1946;2759;157835;1498704
6;427;6;525;5;107;0;1338;380;317;1498704;54181
6;266;2;2;5;0;0;1;0;0;29805;157835
6;364;6;515;5;5;0;267;75;109;87185;322375
6;805;6;539;5;25;1;351;103;114;377797;525261
6;270;6;483;5;0;0;7;0;3;163671;36172
6;98;6;91;5;6;0;83;24;31;88470;324244
6;91;2;12;5;13;56;151;48;93;324244;200870
2;6;6;412;5;192;17;468;253;223;175916;265981
2;4;2;7;5;106;879;8774;1508;1828;218245;220429
2;6;6;371;5;79;45;860;245;413;175916;414196
6;266;6;371;5;0;0;1;1;0;29805;414196
6;274;6;756;5;43;2;132;51;68;426005;292878
6;805;6;638;5;98;0;4364;889;1413;377797;299916
6;412;6;28;5;9;4;12;4;8;265981;552228
6;35;6;778;5;72;0;246;47;107;342464;59478
6;497;6;412;5;2;0;261;53;52;106273;265981
6;756;2;3;5;786;597;1523;388;1169;292878;187537
6;28;6;260;5;778;11;7104;1915;2281;552228;300934
2;1;2;3;5;1397;27082;33381;6388;5449;206262;187537
6;266;2;10;5;0;0;2;0;1;29805;165883
6;364;6;749;5;0;0;59;12;20;87185;166803
6;28;6;371;5;9;3;95;21;36;552228;414196
2;9;6;410;5;363;0;747;228;401;161797;167824
2;3;6;91;5;145;453;2260;549;804;187537;324244
2;1;6;252;5;177;495;994;243;693;206262;213619
2;8;2;7;5;43;167;8205;1400;1490;187237;220429
6;658;6;756;5;72;3;205;81;105;581314;292878
6;91;6;412;5;6;1;8;2;5;324244;265981
2;15;6;410;5;184;76;479;138;284;182574;167824
2;1;6;658;5;2082;2716;17796;3733;5902;206262;581314
6;260;6;525;5;3;0;14;0;6;300934;54181
6;658;2;1;5;2168;2862;20303;4157;8371;581314;206262
2;13;2;1;5;5479;14117;14320;2636;5946;232094;206262
6;532;6;427;5;0;0;15;5;4;63284;1498704
2;5;6;861;5;125;350;1195;234;496;179005;268752
2;2;6;778;5;21;25;139;39;45;157835;59478
2;11;6;840;5;658;16;6153;1575;1070;189832;339828
2;11;6;756;5;92;2;915;154;351;189832;292878
6;126;6;427;5;0;0;13;6;5;94461;1498704
2;14;6;412;5;1360;92;1791;1085;1107;225970;265981
6;778;6;805;5;0;0;1;1;0;59478;377797
2;2;6;245;5;2;0;8;0;3;157835;56729
2;10;2;9;5;412;16;9201;2129;1367;165883;161797
6;408;2;2;5;383;126;485;234;404;180423;157835
6;427;6;410;5;705;2;3856;1072;1802;1498704;167824
6;778;2;4;5;105;3;203;60;102;59478;218245
6;658;6;568;5;44;4;236;42;88;581314;321109
6;408;6;490;5;32;0;132;25;50;180423;616279
6;329;6;805;5;0;0;1;0;0;14889;377797
2;13;6;35;5;351;403;1783;505;971;232094;342464
6;329;6;756;5;1;0;2;0;1;14889;292878
2;7;2;8;5;26;152;7909;1376;1231;220429;187237
2;6;6;408;5;174;12;350;110;208;175916;180423
6;539;2;10;5;1033;1;2234;804;1194;525261;165883
6;568;2;7;5;617;79;1164;361;575;321109;220429
6;427;6;483;5;0;0;17;6;4;1498704;36172
6;490;6;410;5;39;1;217;74;91;616279;167824
2;2;6;434;5;168;413;4290;1039;1678;157835;459263
6;483;6;260;5;0;0;6;2;2;36172;300934
6;408;2;10;5;145;0;421;131;217;180423;165883
2;11;2;6;5;32;121;4729;907;601;189832;175916
6;274;6;861;5;51;3;142;50;72;426005;268752
6;525;6;490;5;3;0;10;0;4;54181;616279
6;427;2;14;5;426;341;9156;2726;3992;1498704;225970
6;483;6;840;5;0;0;1;0;0;36172;339828
6;134;2;9;5;8;1;67;21;13;51892;161797
6;28;6;408;5;14;2;64;11;32;552228;180423
6;260;6;497;5;0;0;1;1;0;300934;106273
6;329;6;134;5;0;0;1;0;0;14889;51892
6;532;2;2;5;0;0;2;0;0;63284;157835
6;266;2;12;5;0;0;6;0;3;29805;200870
6;371;6;91;5;10;4;28;11;16;414196;324244
6;28;6;134;5;192;5;538;144;164;552228;51892
2;11;6;805;5;41;0;754;167;281;189832;377797
6;427;6;371;5;91;0;4759;997;1934;1498704;414196
6;410;6;434;5;13;1;54;3;25;167824;459263
2;14;2;8;5;25;166;2705;574;991;225970;187237
2;13;6;532;5;0;4;37;7;10;232094;63284
6;539;2;15;5;761;105;2537;813;1308;525261;182574
6;648;6;515;5;2;1;3;2;2;81141;322375
6;658;6;441;5;385;4;1433;402;566;581314;654324
6;28;6;91;5;159;6;1526;382;594;552228;324244
6;266;2;13;5;0;0;22;6;10;29805;232094
2;3;6;260;5;154;370;2479;670;859;187537;300934
2;3;6;638;5;167;209;510;167;334;187537;299916
6;840;6;840;5;3847;95;64155;19908;7523;339828;339828
2;15;2;12;5;261;3899;9464;2116;1715;182574;200870
6;760;6;266;5;16;0;41;18;23;273838;29805
6;410;6;270;5;3;0;21;7;8;167824;163671
6;427;6;532;5;6;0;24;9;9;1498704;63284
6;371;6;840;5;417;17;19143;5016;2827;414196;339828
6;756;6;638;5;200;2;3028;849;1034;292878;299916
6;260;6;274;5;102;0;761;167;259;300934;426005
6;638;6;756;5;228;1;3215;867;1205;299916;292878
2;13;6;648;5;45;61;49;28;46;232094;81141
6;638;6;568;5;90;0;394;131;170;299916;321109
6;427;6;274;5;53;5;848;236;233;1498704;426005
2;13;2;10;5;74;689;3573;534;1213;232094;165883
6;805;6;126;5;0;0;374;89;108;377797;94461
6;539;6;434;5;64;2;159;52;77;525261;459263
6;119;2;13;5;0;0;3;0;1;26367;232094
2;5;6;28;5;220;658;1512;413;636;179005;552228
2;7;6;410;5;138;35;256;86;160;220429;167824
2;12;6;408;5;143;24;487;150;238;200870;180423
6;270;2;12;5;41;34;65;28;51;163671;200870
2;15;6;412;5;1268;170;1294;677;979;182574;265981
6;434;6;648;5;124;0;653;164;276;459263;81141
6;364;6;266;5;0;0;25;2;11;87185;29805
6;91;6;35;5;182;5;3532;727;958;324244;342464
6;412;6;638;5;1799;1;8015;2549;2877;265981;299916
2;9;6;525;5;74;0;195;66;89;161797;54181
6;371;6;861;5;384;6;12132;3031;2879;414196;268752
6;371;6;134;5;5;5;10;9;8;414196;51892
6;760;6;252;5;47;0;1333;284;451;273838;213619
6;245;2;7;5;1;1;4;0;2;56729;220429
6;329;2;3;5;12;0;18;5;12;14889;187537
2;11;6;260;5;27;17;606;182;251;189832;300934
6;760;6;134;5;1;1;0;1;1;273838;51892
2;10;2;1;5;353;2328;7356;994;3229;165883;206262
6;91;6;648;5;28;0;48;18;27;324244;81141
6;270;2;2;5;229;83;377;196;274;163671;157835
6;658;2;2;5;292;379;3153;984;1708;581314;157835
2;11;6;778;5;4;4;18;5;9;189832;59478
6;638;6;525;5;0;0;20;4;6;299916;54181
2;13;6;134;5;11;17;27;12;17;232094;51892
2;10;2;15;5;71;244;4904;814;1012;165883;182574
6;490;2;1;5;6342;5040;17829;3847;11068;616279;206262
2;15;6;371;5;635;588;5359;1264;1379;182574;414196
6;778;6;28;5;416;0;2195;559;709;59478;552228
6;840;6;134;5;6;0;50;12;7;339828;51892
6;266;2;1;5;12;0;42;15;21;29805;206262
2;2;2;3;5;545;3563;13891;3116;2062;157835;187537
2;13;2;2;5;383;4064;9106;1815;1572;232094;157835
6;119;6;648;5;1;0;44;5;12;26367;81141
6;408;6;515;5;139;0;658;164;271;180423;322375
6;274;6;490;5;536;8;2396;675;991;426005;616279
6;371;6;568;5;209;5;1995;494;768;414196;321109
6;28;6;119;5;17;0;67;19;29;552228;26367
6;408;6;749;5;11;0;105;29;45;180423;166803
6;525;2;12;5;16;1;57;24;28;54181;200870
6;441;6;882;5;0;0;6;0;3;654324;114269
6;497;2;3;5;1;16;551;190;114;106273;187537
2;5;6;749;5;82;76;135;48;112;179005;166803
6;441;2;4;5;111;4;455;87;203;654324;218245
6;371;6;497;5;5;0;43;7;19;414196;106273
6;245;6;91;5;8;0;159;27;58;56729;324244
2;14;6;648;5;41;74;186;65;81;225970;81141
6;658;6;760;5;17;1;44;10;26;581314;273838
6;539;6;882;5;1;0;1;2;1;525261;114269
6;98;6;427;5;0;0;26;10;11;88470;1498704
2;7;6;364;5;17;5;54;11;25;220429;87185
6;441;2;8;5;11;2;47;11;26;654324;187237
6;483;6;490;5;1;0;2;3;1;36172;616279
6;760;6;260;5;8;3;63;22;31;273838;300934
2;15;6;532;5;1;6;19;3;11;182574;63284
2;11;6;525;5;26;0;100;45;49;189832;54181
6;412;6;412;5;3179;43;79741;25560;12489;265981;265981
6;270;6;371;5;1;0;40;8;16;163671;414196
6;760;6;28;5;11;5;40;14;22;273838;552228
6;490;6;274;5;476;1;2442;657;882;616279;426005
6;371;6;525;5;16;0;68;14;30;414196;54181
6;568;6;266;5;0;0;3;2;1;321109;29805
6;134;6;427;5;24;0;2014;429;225;51892;1498704
2;8;6;252;5;1;0;71;17;27;187237;213619
6;270;2;10;5;15;2;84;24;39;163671;165883
6;91;2;13;5;93;154;708;211;390;324244;232094
2;12;6;539;5;366;45;1133;449;541;200870;525261
6;568;6;260;5;39;0;654;142;238;321109;300934
2;1;6;805;5;2128;1142;2869;895;2196;206262;377797
2;14;6;119;5;1;1;1;0;1;225970;26367
6;840;2;9;5;243;6;3919;1007;1118;339828;161797
6;371;6;252;5;15;1;768;192;302;414196;213619
6;882;6;364;5;0;0;4;0;2;114269;87185
6;840;6;28;5;64;17;205;65;100;339828;552228
6;861;2;6;5;133;121;1002;218;524;268752;175916
6;840;6;260;5;21;2;383;54;148;339828;300934
6;840;6;266;5;2;0;3;0;2;339828;29805
6;760;6;840;5;1384;7;3325;1039;1486;273838;339828
6;410;2;11;5;112;1;404;118;209;167824;189832
6;805;6;749;5;1124;0;15150;4066;3885;377797;166803
2;6;6;98;5;1;1;4;1;1;175916;88470
6;126;6;840;5;6;0;18;7;11;94461;339828
6;35;2;3;5;276;653;7412;1484;2248;342464;187537
2;5;6;329;5;0;1;1;0;0;179005;14889
6;126;2;13;5;2;2;153;51;41;94461;232094
6;329;2;6;5;1;0;2;3;1;14889;175916
6;638;6;861;5;280;2;2364;733;795;299916;268752
6;749;6;560;5;21;1;871;245;185;166803;451589
6;539;6;560;5;1968;2;12504;4174;4502;525261;451589
2;3;6;329;5;9;4;9;2;5;187537;14889
6;274;6;515;5;9;0;33;15;12;426005;322375
2;10;2;13;5;65;529;3881;588;1306;165883;232094
6;861;6;648;5;19;12;15;6;18;268752;81141
2;10;6;35;5;17;14;534;115;162;165883;342464
6;274;2;7;5;157;151;623;200;388;426005;220429
6;560;2;3;5;274;175;6326;2065;1014;451589;187537
2;9;6;274;5;47;8;294;57;133;161797;426005
6;648;6;490;5;447;3;1379;451;649;81141;616279
6;568;6;497;5;38;2;243;99;117;321109;106273
2;7;2;5;5;46;3496;8151;1705;1105;220429;179005
2;6;2;5;5;37;2073;7800;1872;793;175916;179005
2;7;6;882;5;0;4;13;0;7;220429;114269
6;525;6;91;5;1;0;1;2;1;54181;324244
6;441;6;371;5;15;1;33;6;17;654324;414196
6;515;6;410;5;9;0;235;62;90;322375;167824
6;515;6;525;5;0;0;2;0;1;322375;54181
6;560;6;91;5;4;1;18;9;6;451589;324244
6;490;6;412;5;28;2;93;36;39;616279;265981
2;2;2;6;5;29;1273;3639;745;720;157835;175916
2;5;6;568;5;389;251;922;256;559;179005;321109
6;427;6;412;5;82;0;614;164;238;1498704;265981
2;4;6;427;5;1993;157;8375;1940;3213;218245;1498704
6;490;2;5;5;480;440;3102;896;1579;616279;179005
2;12;6;270;5;15;43;57;15;31;200870;163671
6;539;6;427;5;2175;6;15042;4264;5458;525261;1498704
6;568;6;756;5;69;0;971;225;382;321109;292878
2;12;2;14;5;185;927;6460;1257;1488;200870;225970
6;840;2;15;5;2462;819;3882;1106;2146;339828;182574
6;756;6;371;5;233;4;12669;3167;2498;292878;414196
6;638;6;805;5;154;2;4439;906;1538;299916;377797
6;840;6;497;5;9;0;32;19;14;339828;106273
2;11;6;252;5;18;0;333;81;148;189832;213619
6;28;2;6;5;335;263;913;372;612;552228;175916
6;756;6;412;5;177;2;3580;1140;1359;292878;265981
6;252;6;28;5;2;2;11;5;4;213619;552228
6;434;6;434;5;2142;228;128187;35872;18289;459263;459263
6;749;6;427;5;23;0;347;64;154;166803;1498704
6;760;6;497;5;6;0;115;31;32;273838;106273
6;126;6;861;5;1;0;55;10;17;94461;268752
6;805;2;10;5;19;0;367;89;137;377797;165883
2;11;6;134;5;5;5;20;3;13;189832;51892
6;408;2;6;5;217;17;355;135;251;180423;175916
6;560;6;427;5;105;0;4522;1289;1779;451589;1498704
6;28;6;532;5;0;0;1;0;0;552228;63284
2;6;6;539;5;938;79;1294;635;901;175916;525261
2;6;6;364;5;31;4;43;12;32;175916;87185
6;245;6;778;5;0;0;3;0;0;56729;59478
6;126;6;532;5;0;0;4;0;2;94461;63284
6;427;2;1;5;1922;3866;23318;4449;10222;1498704;206262
6;266;2;15;5;6;0;7;0;6;29805;182574
2;15;2;8;5;34;91;2637;423;817;182574;187237
2;8;6;427;5;618;5;13181;3004;3066;187237;1498704
6;560;6;119;5;0;0;1;0;0;451589;26367
2;1;6;568;5;2388;1760;3575;1019;2922;206262;321109
6;134;2;6;5;16;8;8;3;12;51892;175916
6;28;6;638;5;11;4;23;6;12;552228;299916
6;658;2;10;5;23;16;422;99;151;581314;165883
6;91;2;1;5;899;931;9415;1886;3196;324244;206262
6;329;6;490;5;1;0;2;0;1;14889;616279
6;270;6;525;5;0;0;1;0;0;163671;54181
6;532;6;441;5;0;0;1;1;0;63284;654324
6;483;6;434;5;1;0;2;0;1;36172;459263
6;441;6;756;5;47;0;78;36;51;654324;292878
6;434;2;4;5;372;93;14545;2868;3762;459263;218245
6;274;6;560;5;5;1;36;14;11;426005;451589
6;760;6;760;5;4576;59;81831;23609;11154;273838;273838
6;441;2;6;5;17;72;103;10;86;654324;175916
6;245;6;539;5;0;0;2;0;1;56729;525261
6;756;6;658;5;114;37;193;95;132;292878;581314
2;1;6;532;5;0;16;23;5;12;206262;63284
2;3;6;274;5;200;339;2507;690;927;187537;426005
6;252;6;497;5;0;0;114;36;21;213619;106273
2;7;6;126;5;0;2;6;3;4;220429;94461
2;7;6;35;5;62;404;2037;411;827;220429;342464
2;14;6;861;5;253;568;6530;1268;1377;225970;268752
6;91;6;760;5;4;1;9;2;6;324244;273838
2;15;2;10;5;91;284;4777;803;893;182574;165883
6;840;6;749;5;42;1;427;102;138;339828;166803
2;3;6;252;5;20;90;690;191;193;187537;213619
6;497;6;126;5;0;0;73;16;14;106273;94461
6;778;6;434;5;133;1;424;107;180;59478;459263
6;410;6;497;5;17;1;85;32;41;167824;106273
2;15;2;2;5;235;4346;7171;1299;1231;182574;157835
6;266;6;861;5;1;0;26;10;12;29805;268752
6;539;6;35;5;62;2;217;49;106;525261;342464
6;270;2;15;5;139;112;171;80;164;163671;182574
6;778;6;245;5;0;0;1;0;0;59478;56729
6;861;2;2;5;604;1026;4009;704;1732;268752;157835
6;539;6;126;5;1;0;4;1;1;525261;94461
2;7;6;760;5;241;110;588;216;307;220429;273838
6;427;6;648;5;35;0;163;42;65;1498704;81141
2;3;6;568;5;3903;859;2679;1094;2499;187537;321109
6;371;6;749;5;66;0;1295;336;490;414196;166803
6;35;6;490;5;1014;12;8682;2037;2986;342464;616279
6;525;6;658;5;1;0;2;3;1;54181;581314
6;119;6;778;5;13;0;594;79;67;26367;59478
6;490;2;4;5;905;84;12247;2499;4078;616279;218245
6;497;2;12;5;0;0;43;9;10;106273;200870
6;126;6;266;5;0;0;324;57;65;94461;29805
6;410;6;840;5;196;1;876;267;411;167824;339828
6;35;6;28;5;1029;16;7056;1587;2049;342464;552228
6;427;6;35;5;178;9;1273;303;596;1498704;342464
6;270;6;756;5;11;1;35;6;19;163671;292878
6;525;6;539;5;281;0;3771;990;803;54181;525261
2;8;2;2;5;15;260;2287;462;699;187237;157835
2;15;6;756;5;352;88;1611;371;744;182574;292878
6;252;6;134;5;1;1;2;0;1;213619;51892
2;11;2;2;5;417;510;3599;644;1068;189832;157835
6;539;6;441;5;19;0;46;8;24;525261;654324
6;805;6;270;5;9;4;43;5;21;377797;163671
6;408;6;35;5;26;1;67;18;37;180423;342464
2;9;6;648;5;13;2;55;27;22;161797;81141
2;7;6;441;5;37;95;158;35;129;220429;654324
6;532;6;568;5;0;0;26;12;7;63284;321109
6;749;6;434;5;20;6;38;11;26;166803;459263
6;260;2;11;5;41;3;575;190;253;300934;189832
6;778;6;648;5;83;2;2610;592;289;59478;81141
6;427;2;2;5;642;556;5114;1693;2636;1498704;157835
2;3;6;134;5;35;40;113;36;59;187537;51892
6;270;2;1;5;1668;815;2727;895;1723;163671;206262
2;12;6;245;5;0;1;2;1;1;200870;56729
6;434;2;14;5;302;439;4761;1279;1848;459263;225970
6;638;2;9;5;43;1;195;39;99;299916;161797
